course,professor,semester,section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Other
BMGT341,Julie Pavlovsky,201601,0101,0,9,12,3,15,1,0,1,0,0,0,0,0,0,0
BMGT341,Julie Pavlovsky,201508,0301,0,14,12,3,12,0,1,3,0,0,0,0,0,0,0
BMGT341,Julie Pavlovsky,201508,0101,0,12,10,4,13,1,2,0,0,0,2,0,0,0,0
BMGT341,Julie Pavlovsky,201508,0201,0,13,12,1,14,4,1,0,0,0,0,0,0,1,0
BMGT398W,Julie Pavlovsky,201508,FP01,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0
BMGT448F,Julie Pavlovsky,201501,FP01,0,13,4,0,0,0,0,0,0,0,1,0,0,0,0
BMGT341F,Julie Pavlovsky,201501,FP01,0,17,3,5,4,1,0,0,0,0,0,0,0,0,0
BMGT341,Julie Pavlovsky,201501,0101,0,15,6,3,14,0,1,0,0,0,0,0,0,1,0
BMGT398W,Julie Pavlovsky,201408,FP01,0,19,0,0,0,0,0,0,0,0,0,0,0,1,0
BMGT341,Julie Pavlovsky,201408,0301,0,13,7,1,11,2,2,1,0,0,0,0,1,0,0
BMGT341,Julie Pavlovsky,201408,0201,0,17,4,3,13,0,0,1,0,0,0,0,2,0,0
BMGT341,Julie Pavlovsky,201408,0101,0,11,5,1,8,0,1,0,0,0,2,0,0,0,0
BMGT448F,Julie Pavlovsky,201401,FP01,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0
BMGT341F,Julie Pavlovsky,201401,FP01,0,16,6,2,5,1,0,0,0,0,0,0,0,0,0
BMGT341,Julie Pavlovsky,201401,0101,1,13,15,1,10,1,0,1,0,0,0,0,0,0,0
BMGT498G,Julie Pavlovsky,201308,0301,0,9,5,2,11,1,0,1,0,0,1,0,0,1,0
BMGT498G,Julie Pavlovsky,201308,0201,0,4,7,0,13,0,0,2,0,0,0,0,0,1,0
BMGT498G,Julie Pavlovsky,201308,0101,0,6,2,1,1,0,0,0,0,0,0,0,0,0,0
BMGT398W,Julie Pavlovsky,201308,FP01,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
BMGT498G,Julie Pavlovsky,201301,0201,0,10,2,3,5,0,1,4,0,0,0,0,0,0,0
GEOG601,Julie Silva,202108,0101,0,18,1,0,0,0,0,0,0,0,0,0,0,0,1
GEOG332,Julie Silva,202108,0102,9,5,2,0,3,1,1,1,1,0,0,0,0,0,0
GEOG332,Julie Silva,202108,0101,5,0,4,2,4,4,0,0,0,0,0,0,2,1,1
GEOG202,Julie Silva,202101,0108,2,1,4,2,2,3,1,1,0,1,0,0,1,1,6
GEOG202,Julie Silva,202101,0107,1,2,5,4,1,2,0,0,0,1,0,0,0,4,5
GEOG202,Julie Silva,202101,0106,0,3,2,3,1,0,4,1,0,1,0,0,4,3,4
GEOG202,Julie Silva,202101,0105,2,3,6,1,1,0,1,1,0,1,0,0,1,2,7
GEOG202,Julie Silva,202101,0104,0,5,1,1,2,2,2,0,0,1,0,0,3,3,4
GEOG202,Julie Silva,202101,0103,0,2,3,5,3,0,0,0,0,0,0,0,1,4,8
GEOG202,Julie Silva,202101,0102,1,3,6,2,0,1,1,2,0,0,0,0,1,1,8
GEOG202,Julie Silva,202101,0101,1,1,4,4,3,2,3,0,1,0,0,0,0,1,5
GEOG332,Julie Silva,202008,0102,1,3,4,3,3,4,0,2,1,0,0,0,2,3,0
GEOG332,Julie Silva,202008,0101,0,1,5,3,3,3,2,2,0,1,2,0,2,0,0
GEOG202,Julie Silva,202001,0108,0,3,4,4,2,1,0,0,0,0,0,0,1,1,10
GEOG202,Julie Silva,202001,0107,0,6,6,1,3,0,0,0,0,0,0,0,0,0,9
GEOG202,Julie Silva,202001,0106,0,2,3,1,2,2,0,0,0,0,0,0,3,2,10
GEOG202,Julie Silva,202001,0105,1,4,7,2,0,2,0,0,0,0,0,0,2,2,6
GEOG202,Julie Silva,202001,0104,0,4,8,0,0,0,0,0,0,0,0,0,1,0,13
GEOG202,Julie Silva,202001,0103,0,1,8,4,2,1,0,0,0,0,1,0,0,0,9
GEOG202,Julie Silva,202001,0102,0,2,5,3,1,2,1,0,0,0,0,0,1,0,10
GEOG202,Julie Silva,202001,0101,0,4,7,1,1,1,0,0,0,0,0,0,0,0,11
GEOG332,Julie Silva,201908,0102,1,5,4,4,4,1,3,0,1,0,0,0,1,0,0
GEOG332,Julie Silva,201908,0101,1,6,4,4,2,0,4,2,0,0,0,0,1,1,0
GEOG332,Julie Silva,201808,0103,0,1,3,3,1,2,1,1,0,1,0,0,0,0,0
GEOG332,Julie Silva,201808,0104,1,4,2,4,1,6,1,2,0,0,0,0,0,3,0
GEOG332,Julie Silva,201808,0102,0,7,3,3,2,0,1,0,0,0,0,0,4,1,0
GEOG332,Julie Silva,201808,0101,0,0,1,1,1,3,2,0,0,0,0,0,1,3,0
HONR219W,Julie Silva,201608,0101,4,10,4,0,0,0,1,0,0,0,0,0,0,1,0
GEOG332,Julie Silva,201608,0104,0,0,1,7,6,4,2,2,1,0,0,0,1,1,0
GEOG332,Julie Silva,201608,0103,0,1,1,5,2,6,4,0,2,0,1,1,2,0,0
GEOG332,Julie Silva,201608,0102,0,1,4,6,1,3,4,2,0,1,0,0,2,0,1
GEOG332,Julie Silva,201608,0101,0,1,6,4,1,3,3,3,1,1,0,0,0,3,0
GEOG331,Julie Silva,201601,0101,0,10,12,19,11,11,11,5,4,3,2,1,3,6,2
GEOG332,Julie Silva,201508,0102,1,2,1,4,8,6,3,0,0,0,0,0,0,0,0
GEOG332,Julie Silva,201508,0101,0,4,1,2,3,7,7,0,0,0,0,0,0,2,1
GEOG332,Julie Silva,201508,0103,0,3,6,1,3,3,2,3,1,0,0,0,0,0,2
GEOG332,Julie Silva,201508,0104,0,6,3,2,5,3,2,0,3,1,0,0,0,0,0
GEOG422,Julie Silva,201508,0101,0,6,5,4,2,2,4,1,1,0,0,0,0,2,0
GEOG498P,Julie Silva,201401,0101,1,6,2,8,4,0,1,1,1,0,0,0,0,2,0
GEOG332,Julie Silva,201308,0104,1,0,1,8,3,0,1,4,1,1,0,0,0,6,0
GEOG332,Julie Silva,201308,0103,2,1,2,3,2,2,5,1,3,2,1,0,0,1,0
GEOG332,Julie Silva,201308,0102,1,4,3,3,5,2,5,1,0,0,0,0,1,2,0
GEOG332,Julie Silva,201308,0101,0,4,2,5,1,3,2,1,2,1,0,0,1,2,0
GEOG498P,Julie Silva,201301,0101,0,9,7,0,3,1,1,1,0,0,0,0,2,0,0
GEOG332,Julie Silva,201208,0101,0,6,2,7,2,3,1,2,1,0,0,0,1,0,0
GEOG632,Julie Silva,201208,0101,4,5,3,3,2,0,0,0,0,0,0,0,0,0,1
GEOG332,Julie Silva,201208,0104,0,4,2,7,4,1,2,2,1,0,2,0,1,1,0
GEOG332,Julie Silva,201208,0103,0,5,0,3,3,4,1,1,0,1,0,1,2,3,0
GEOG332,Julie Silva,201208,0102,0,6,4,5,5,1,0,1,1,0,1,0,0,2,0
HIST429A,Julie Taddeo,202108,0101,4,8,6,10,2,0,2,0,0,0,0,0,0,4,0
HIST236,Julie Taddeo,202108,0101,4,9,5,5,1,0,0,0,0,0,0,0,1,1,3
HIST419A,Julie Taddeo,202101,0101,9,5,2,3,1,0,0,0,0,0,0,0,0,1,0
HIST236,Julie Taddeo,202101,0101,7,7,0,8,0,1,1,0,0,0,0,0,0,2,4
HIST429A,Julie Taddeo,202008,0101,9,4,8,2,3,0,0,0,0,0,0,0,0,4,1
HIST419A,Julie Taddeo,202001,0101,3,14,5,1,0,0,0,0,0,0,0,0,0,0,7
HIST408X,Julie Taddeo,202001,0101,0,5,4,3,0,0,0,0,0,0,0,0,0,0,0
HIST429A,Julie Taddeo,201908,0101,0,9,8,8,5,0,1,0,0,0,0,0,0,0,0
HIST408X,Julie Taddeo,201901,0101,0,3,2,4,3,0,0,0,0,0,0,0,0,0,0
HIST236,Julie Taddeo,201901,0101,0,4,4,2,3,0,0,0,0,0,0,0,0,2,0
HIST429A,Julie Taddeo,201808,0101,1,8,11,2,4,3,0,0,0,0,0,0,1,1,0
HIST408X,Julie Taddeo,201801,0101,0,4,2,6,0,0,0,0,0,0,0,0,0,0,0
HIST236,Julie Taddeo,201801,0101,1,6,7,11,7,0,0,0,2,0,0,0,1,4,0
HIST429A,Julie Taddeo,201708,0101,0,7,4,7,6,2,1,1,0,0,0,0,0,2,0
HIST408X,Julie Taddeo,201701,0101,0,2,5,4,0,0,0,0,0,0,0,0,0,0,0
HIST236,Julie Taddeo,201701,0101,1,13,5,12,1,1,0,0,0,0,0,0,0,2,2
HIST429A,Julie Taddeo,201608,0101,0,7,3,8,1,1,0,0,0,0,0,0,0,2,2
HIST408X,Julie Taddeo,201601,0101,0,5,2,3,0,1,0,0,0,0,0,0,0,0,1
HIST236,Julie Taddeo,201601,0101,2,5,10,14,2,1,0,0,0,0,0,0,0,1,1
HIST429A,Julie Taddeo,201508,0101,0,4,7,2,1,1,0,0,0,0,0,0,0,1,0
HIST408X,Julie Taddeo,201501,0101,0,5,5,2,0,0,0,0,0,0,0,0,0,0,0
HIST236,Julie Taddeo,201501,0101,1,5,6,5,3,1,1,0,0,0,0,0,0,1,0
UNIV101,Julie Taddeo,201408,0110,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
HIST429A,Julie Taddeo,201408,0101,0,2,13,9,1,1,1,1,0,0,0,0,0,0,1
HIST408X,Julie Taddeo,201401,0101,1,3,1,3,0,2,0,0,0,0,0,0,0,1,0
HIST236,Julie Taddeo,201401,0101,0,6,11,5,3,0,1,0,0,0,0,0,0,0,1
UNIV101,Julie Taddeo,201308,0110,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0
HIST429A,Julie Taddeo,201308,0101,0,11,6,4,2,2,0,0,1,0,0,0,0,2,0
HIST408J,Julie Taddeo,201301,0101,0,2,2,7,0,2,0,0,0,0,0,0,0,0,0
HIST236,Julie Taddeo,201301,0101,0,8,14,3,1,0,1,0,0,0,1,0,0,0,1
UNIV101,Julie Taddeo,201208,0110,1,1,9,0,0,0,0,0,1,0,0,0,0,0,0
HIST429A,Julie Taddeo,201208,0101,0,5,5,5,8,1,1,0,0,0,0,0,1,2,0
HIST236,Julie Taddeo,201201,0101,0,4,14,4,3,1,0,1,0,0,0,0,0,2,0
HIST408J,Julie Taddeo,201201,0101,0,3,2,1,2,2,0,0,0,0,0,0,0,2,0
ENEE789Q,Julius Goldhar,202108,0101,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1
ENEE101,Julius Goldhar,202008,0110,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
ENEE101,Julius Goldhar,202008,0109,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0
ENEE101,Julius Goldhar,202008,0108,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0
ENEE101,Julius Goldhar,202008,0107,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0
ENEE101,Julius Goldhar,202008,0106,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0
ENEE101,Julius Goldhar,202008,0105,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0
ENEE101,Julius Goldhar,202008,0104,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
ENEE101,Julius Goldhar,202008,0103,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0
ENEE101,Julius Goldhar,202008,0102,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
ENEE101,Julius Goldhar,202008,0101,0,9,0,0,0,0,0,0,0,0,2,0,0,1,0
ENEE489Q,Julius Goldhar,202001,0101,0,10,0,0,0,0,0,0,0,0,0,0,0,1,7
ENEE381,Julius Goldhar,201908,0102,1,0,2,1,1,0,3,7,3,0,3,0,0,0,0
ENEE381,Julius Goldhar,201908,0101,1,5,3,1,3,0,1,4,2,0,0,0,0,0,0
ENEE790,Julius Goldhar,201901,0101,0,12,0,0,5,0,0,0,0,0,0,0,0,0,1
ENEE489Q,Julius Goldhar,201901,0101,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0
ENEE380H,Julius Goldhar,201808,0101,1,4,0,1,3,0,0,0,0,0,0,0,0,0,0
ENEE380,Julius Goldhar,201808,0202,0,5,0,1,5,0,1,3,1,0,1,0,0,3,0
ENEE380,Julius Goldhar,201808,0201,2,7,2,1,4,0,0,4,0,0,0,0,0,0,0
ENEE489Q,Julius Goldhar,201801,0101,1,7,0,0,1,0,0,2,0,0,0,0,0,0,0
ENEE489Q,Julius Goldhar,201701,0101,2,6,1,1,2,0,0,1,0,0,0,0,0,0,0
ENEE101,Julius Goldhar,201608,0107,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
ENEE381,Julius Goldhar,201608,0102,1,8,4,3,5,0,0,4,1,0,0,0,0,0,0
ENEE381,Julius Goldhar,201608,0101,0,4,2,0,8,0,0,6,2,0,2,1,0,0,0
ENEE101,Julius Goldhar,201608,0108,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0
ENEE101,Julius Goldhar,201608,0106,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0
ENEE101,Julius Goldhar,201608,0105,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0
ENEE101,Julius Goldhar,201608,0104,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0
ENEE101,Julius Goldhar,201608,0103,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
ENEE101,Julius Goldhar,201608,0102,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0
ENEE101,Julius Goldhar,201608,0101,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0
ENEE489Q,Julius Goldhar,201601,0101,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0
ENEE380H,Julius Goldhar,201508,0101,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0
ENEE380,Julius Goldhar,201508,0202,0,3,2,1,6,1,1,6,0,0,0,0,0,1,0
ENEE380,Julius Goldhar,201508,0201,2,5,0,3,6,0,1,3,1,0,3,0,1,0,0
ENEE205,Julius Goldhar,201408,0103,1,1,0,4,0,2,1,0,2,0,1,0,0,0,0
ENEE205,Julius Goldhar,201408,0101,0,2,0,0,0,3,2,2,2,0,0,0,0,0,0
ENEE205,Julius Goldhar,201408,0102,2,0,2,1,0,1,0,0,1,0,0,0,0,1,0
ENEE205,Julius Goldhar,201408,0104,1,2,1,2,0,2,0,2,0,0,0,0,0,0,0
ENEE489Q,Julius Goldhar,201401,0101,0,6,4,0,4,0,0,1,0,0,0,0,0,0,0
ENEE205,Julius Goldhar,201308,0104,0,0,2,2,1,2,2,0,0,0,0,0,1,1,0
ENEE205,Julius Goldhar,201308,0103,0,2,0,3,0,1,1,2,2,0,0,0,0,0,0
ENEE205,Julius Goldhar,201308,0102,2,1,3,4,1,0,0,0,1,0,0,0,1,0,0
ENEE205,Julius Goldhar,201308,0101,2,2,0,1,2,1,2,1,0,0,0,0,0,1,0
ENEE489Q,Julius Goldhar,201301,0101,0,6,0,0,2,2,0,3,1,0,0,0,0,2,0
ENEE791,Julius Goldhar,201208,0101,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1
ENEE205,Julius Goldhar,201201,0101,1,3,1,1,0,0,0,0,0,0,1,0,0,1,0
ENEE205,Julius Goldhar,201201,0104,0,2,0,2,1,1,0,6,0,0,0,0,0,0,0
ENEE205,Julius Goldhar,201201,0103,0,3,1,1,3,1,0,3,0,0,0,0,0,0,1
ENEE205,Julius Goldhar,201201,0102,3,2,0,2,0,0,0,5,0,0,1,0,0,1,0
ARTH488B,June Hargrove,201701,0101,0,1,4,2,0,0,0,0,0,0,0,0,0,1,1
ARTH346,June Hargrove,201701,0101,0,9,3,2,6,1,1,1,0,1,0,0,0,0,0
ARTH346,June Hargrove,201601,0101,1,6,3,8,1,1,2,1,0,0,1,0,0,3,2
ARTH201,June Hargrove,201601,0104,0,3,5,6,3,2,3,1,0,0,0,0,1,2,0
ARTH201,June Hargrove,201601,0103,1,5,7,2,2,3,0,1,0,0,0,0,2,2,0
ARTH201,June Hargrove,201601,0102,0,4,2,4,6,3,2,2,0,0,0,0,1,0,0
ARTH201,June Hargrove,201601,0101,0,4,3,2,5,4,2,3,1,0,0,0,0,1,0
ARTH749B,June Hargrove,201508,0101,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0
ARTH345,June Hargrove,201508,0101,0,6,2,4,2,3,3,1,3,1,1,0,0,0,1
ARTH488F,June Hargrove,201501,0101,0,3,1,1,2,1,0,0,0,0,0,0,0,0,1
ARTH346,June Hargrove,201501,0101,0,11,2,4,5,3,3,1,1,0,0,0,0,0,2
ARTH201,June Hargrove,201408,0105,0,3,3,0,2,1,0,1,0,0,0,0,2,1,1
ARTH749A,June Hargrove,201408,0101,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0
ARTH201,June Hargrove,201408,0103,1,5,0,4,7,0,0,4,1,0,0,0,0,1,0
ARTH201,June Hargrove,201408,0102,3,7,1,1,1,3,0,3,1,0,0,0,0,6,0
ARTH201,June Hargrove,201408,0101,3,8,1,3,2,4,1,1,1,0,0,0,2,0,1
ARTH488B,June Hargrove,201401,0101,0,5,0,2,0,0,0,1,1,0,0,0,0,0,0
ARTH345,June Hargrove,201401,0101,0,10,4,1,1,1,2,3,9,0,1,0,0,0,0
ARTH749,June Hargrove,201308,0101,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
ARTH201,June Hargrove,201308,0105,0,3,4,0,2,2,1,1,0,0,0,1,1,4,0
ARTH201,June Hargrove,201308,0103,3,7,1,2,1,4,0,1,0,0,0,0,1,4,0
ARTH201,June Hargrove,201308,0102,0,5,4,3,2,1,0,3,1,0,0,0,1,5,1
ARTH201,June Hargrove,201308,0101,0,9,6,0,2,5,1,2,0,0,0,1,1,2,0
ARTH346,June Hargrove,201201,0101,1,3,7,3,3,2,4,4,2,0,0,1,0,1,2
ARTH488E,June Hargrove,201201,0101,0,4,1,4,0,0,0,0,0,0,0,0,0,2,1
ENME350,Jungho Kim,202108,0101,2,8,1,7,7,5,0,18,0,0,3,0,0,1,0
ENME350,Jungho Kim,202008,0105,4,7,1,6,9,4,4,5,9,0,1,0,0,2,0
ENME350,Jungho Kim,202008,0103,2,1,3,3,6,3,8,6,4,0,2,0,4,7,0
ENME350,Jungho Kim,201908,0103,3,3,2,2,7,4,2,10,3,0,3,0,0,1,0
ENME350,Jungho Kim,201901,0104,1,0,1,4,3,2,3,4,4,0,2,0,0,0,0
ENME350,Jungho Kim,201901,0102,1,3,4,2,4,6,4,5,3,0,3,0,0,6,0
ENME350,Jungho Kim,201901,0101,3,5,5,5,5,2,5,3,2,0,2,0,0,1,0
ENME350,Jungho Kim,201808,0102,3,4,1,6,6,4,5,5,3,0,2,0,0,0,0
ENME350,Jungho Kim,201808,0101,4,4,2,9,8,2,3,7,2,0,0,0,0,1,0
ENME350,Jungho Kim,201808,0103,3,1,0,6,7,5,2,7,3,0,3,0,1,2,1
ENME350,Jungho Kim,201808,0104,2,1,3,8,3,3,7,3,4,0,4,0,1,1,0
ENME350,Jungho Kim,201808,0105,0,0,3,3,4,8,3,10,6,0,1,0,1,1,0
ENME647,Jungho Kim,201801,0101,1,3,5,0,5,1,0,0,0,0,0,0,0,0,2
ENME350,Jungho Kim,201801,0103,1,3,1,5,5,6,5,3,5,0,3,0,0,3,0
ENME350,Jungho Kim,201801,0101,4,5,1,5,6,3,8,0,5,0,2,0,1,0,0
ENME350,Jungho Kim,201708,0106,0,0,1,0,1,0,2,2,3,0,0,0,0,1,0
ENME350,Jungho Kim,201708,0105,2,3,5,1,4,0,3,5,0,0,0,0,0,0,0
ENME350,Jungho Kim,201708,0104,1,3,1,4,2,2,6,7,10,0,2,0,0,0,0
ENME350,Jungho Kim,201708,0103,2,1,2,2,2,3,4,7,8,0,3,0,1,1,0
ENME350,Jungho Kim,201708,0102,1,4,3,5,5,3,2,6,9,0,1,0,0,1,0
ENME350,Jungho Kim,201708,0101,3,4,1,3,12,5,4,5,2,0,0,0,0,2,0
ENME350,Jungho Kim,201701,0102,1,2,1,2,11,2,3,11,5,0,0,0,1,1,0
ENME350,Jungho Kim,201701,0103,1,3,5,1,5,1,7,7,7,0,1,0,0,0,0
ENES232,Jungho Kim,201701,0301,4,5,5,3,5,7,6,5,4,0,1,0,1,2,0
ENME350,Jungho Kim,201601,0102,2,6,3,6,7,6,1,5,2,0,1,0,0,1,0
ENME350,Jungho Kim,201601,0101,1,2,1,7,10,1,0,10,4,0,0,0,2,1,0
ENES232,Jungho Kim,201601,0201,2,5,1,6,4,8,4,5,9,0,0,0,1,3,0
ENME350,Jungho Kim,201508,0103,0,4,1,0,5,4,5,9,8,0,3,0,0,1,0
ENME350,Jungho Kim,201508,0102,3,2,2,2,6,7,4,8,6,0,0,0,0,0,0
ENES232,Jungho Kim,201501,0301,2,8,4,3,6,5,9,11,7,0,3,0,0,3,0
ENME350,Jungho Kim,201408,0105,0,3,0,3,2,3,2,3,6,3,1,0,0,0,0
ENME350,Jungho Kim,201408,0104,1,4,4,6,8,4,3,11,6,0,2,0,0,3,0
ENME350,Jungho Kim,201408,0102,0,4,1,7,9,10,6,5,2,0,4,0,1,1,0
ENME632,Jungho Kim,201401,0101,2,4,3,2,1,2,1,1,0,0,0,0,0,1,0
ENME350,Jungho Kim,201401,0102,5,6,1,5,13,4,2,4,6,0,1,0,1,1,0
ENME350,Jungho Kim,201401,0103,1,5,1,3,5,2,2,3,3,0,0,0,2,1,0
ENME350,Jungho Kim,201308,0103,0,0,2,4,11,3,8,3,5,0,3,0,0,2,0
ENME350,Jungho Kim,201308,0101,1,7,3,6,7,9,6,8,2,0,1,0,0,0,0
ENME647,Jungho Kim,201301,0101,1,6,5,2,5,1,0,0,0,0,0,0,0,0,2
ENME350,Jungho Kim,201301,0102,1,1,0,3,6,5,3,3,2,0,1,0,0,1,0
ENME350,Jungho Kim,201208,0102,1,6,1,0,5,1,2,8,0,0,0,0,0,1,0
ENME350,Jungho Kim,201208,0204,2,2,0,1,3,3,2,9,2,0,0,0,0,0,0
ENME350,Jungho Kim,201208,0203,1,2,1,1,3,3,1,3,1,0,1,0,0,1,0
ENME350,Jungho Kim,201208,0202,0,0,0,1,5,5,2,10,0,0,2,0,0,0,0
ENME350,Jungho Kim,201208,0201,2,2,2,3,4,4,2,4,0,0,1,0,0,0,0
ENME350,Jungho Kim,201208,0104,1,2,3,1,5,6,1,4,1,0,1,0,0,0,0
BSCI201,Justicia Opoku-Edusei,202108,0102,3,2,6,0,1,2,1,0,2,2,0,1,3,1,0
BSCI201,Justicia Opoku-Edusei,202108,0103,1,2,4,0,0,2,1,0,5,0,1,0,3,3,0
BSCI201,Justicia Opoku-Edusei,202108,0105,0,3,1,3,1,2,3,3,0,0,1,2,0,4,0
BSCI201,Justicia Opoku-Edusei,202108,0106,1,1,2,0,2,2,3,2,1,0,0,2,4,1,0
BSCI201,Justicia Opoku-Edusei,202108,0109,2,3,1,3,1,3,1,2,1,2,0,1,1,3,0
BSCI201,Justicia Opoku-Edusei,202108,0112,3,2,1,7,1,2,2,1,0,0,0,1,1,3,0
BSCI447,Justicia Opoku-Edusei,202108,0101,6,8,5,3,2,6,3,1,9,0,5,0,0,9,0
BSCI201,Justicia Opoku-Edusei,202101,0101,1,5,3,2,1,1,0,0,2,1,0,0,0,4,5
BSCI201,Justicia Opoku-Edusei,202101,0103,0,2,2,2,3,2,2,2,2,3,0,0,0,2,3
BSCI201,Justicia Opoku-Edusei,202101,0105,0,2,3,2,3,1,1,0,0,0,0,1,1,6,6
BSCI201,Justicia Opoku-Edusei,202101,0106,2,1,3,0,2,2,0,2,1,1,0,0,1,6,4
BSCI201,Justicia Opoku-Edusei,202101,0107,1,2,2,3,1,3,1,0,3,2,1,0,0,4,1
BSCI201,Justicia Opoku-Edusei,202101,0108,2,6,1,3,1,2,1,1,1,1,1,0,1,2,1
BSCI201,Justicia Opoku-Edusei,202101,0109,0,1,3,2,5,0,3,0,0,3,3,0,0,1,3
BSCI201,Justicia Opoku-Edusei,202101,0110,1,3,1,2,2,2,0,0,0,1,0,0,0,3,9
BSCI201,Justicia Opoku-Edusei,202101,0111,2,3,2,1,2,1,1,2,1,2,0,0,0,5,2
BSCI440,Justicia Opoku-Edusei,202101,0101,1,2,2,2,1,5,2,0,3,1,2,0,2,4,5
BSCI440,Justicia Opoku-Edusei,202101,0102,2,2,7,3,0,3,2,1,0,0,0,0,0,4,6
BSCI440,Justicia Opoku-Edusei,202101,0103,1,0,1,3,1,5,0,0,3,0,2,0,1,4,10
BSCI440,Justicia Opoku-Edusei,202101,0104,0,1,3,3,0,2,1,0,2,1,1,0,0,9,9
BSCI440,Justicia Opoku-Edusei,202101,PDS1,0,0,1,1,3,0,0,0,2,0,0,0,0,10,2
BSCI201,Justicia Opoku-Edusei,202008,0102,3,4,1,2,8,4,0,2,0,0,1,0,0,1,0
BSCI201,Justicia Opoku-Edusei,202008,0103,3,3,3,3,5,4,0,1,1,0,2,0,0,2,0
BSCI201,Justicia Opoku-Edusei,202008,0104,2,7,6,3,2,4,1,0,1,0,0,0,0,0,0
BSCI201,Justicia Opoku-Edusei,202008,0108,0,5,7,2,4,3,0,4,1,0,0,0,0,0,0
BSCI201,Justicia Opoku-Edusei,202008,0109,0,4,6,3,3,2,2,2,2,1,0,0,0,2,0
BSCI201,Justicia Opoku-Edusei,202008,0110,1,8,8,4,0,3,0,1,0,0,0,0,0,1,0
BSCI447,Justicia Opoku-Edusei,202008,0101,21,14,9,10,5,2,4,1,0,1,1,0,0,4,0
BSCI201,Justicia Opoku-Edusei,202001,0101,2,3,6,3,2,0,0,1,0,0,0,0,0,2,5
BSCI201,Justicia Opoku-Edusei,202001,0103,5,3,2,1,5,0,1,0,0,0,0,0,0,2,6
BSCI201,Justicia Opoku-Edusei,202001,0105,6,6,3,3,1,0,0,0,0,0,0,0,1,0,4
BSCI201,Justicia Opoku-Edusei,202001,0106,2,6,7,4,3,0,0,1,0,0,0,0,0,0,1
BSCI201,Justicia Opoku-Edusei,202001,0107,1,1,7,5,4,1,0,0,0,0,0,0,1,0,3
BSCI201,Justicia Opoku-Edusei,202001,0108,6,5,3,0,3,0,0,1,0,0,0,0,0,0,6
BSCI201,Justicia Opoku-Edusei,202001,0109,0,9,3,2,4,1,0,1,0,0,0,0,0,1,2
BSCI201,Justicia Opoku-Edusei,202001,0110,1,5,4,5,4,0,0,1,0,0,0,0,0,0,4
BSCI201,Justicia Opoku-Edusei,202001,0111,4,5,6,1,0,0,0,0,0,0,0,0,1,0,7
BSCI440,Justicia Opoku-Edusei,202001,0101,3,3,2,3,3,2,1,1,0,0,0,0,0,1,12
BSCI440,Justicia Opoku-Edusei,202001,0102,2,3,4,1,9,0,0,0,0,0,0,0,0,0,12
BSCI440,Justicia Opoku-Edusei,202001,0103,0,6,1,2,4,1,0,1,0,0,0,0,0,0,14
BSCI440,Justicia Opoku-Edusei,202001,0104,0,4,3,1,5,0,1,0,0,0,0,0,0,1,16
BSCI440,Justicia Opoku-Edusei,202001,SES1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,4
BSCI201,Justicia Opoku-Edusei,201908,0101,2,5,1,0,4,2,1,3,1,0,0,0,3,3,0
BSCI201,Justicia Opoku-Edusei,201908,0105,0,1,1,2,0,4,3,3,2,2,1,0,1,4,0
BSCI201,Justicia Opoku-Edusei,201908,0106,2,3,3,2,2,1,1,0,3,0,0,0,3,3,3
BSCI201,Justicia Opoku-Edusei,201908,0108,6,3,5,0,5,2,0,1,0,1,0,0,1,1,0
BSCI201,Justicia Opoku-Edusei,201908,0109,2,2,4,2,3,3,1,3,2,0,0,0,2,0,0
BSCI201,Justicia Opoku-Edusei,201908,0110,0,0,3,4,3,2,1,1,2,0,3,2,2,1,0
